Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cote d'Ivoire,CIV,34.23954707,35.29251939,34.39262455,33.93545168,35.88603003,36.82341128,36.40699068,36.22371933,40.69987209,36.76179757,35.76932551,32.2099927,33.51212081,35.75389082,45.69688757,36.72858255,41.74147026,42.62604184,36.52120307,34.60332236,35.00162933,35.17500349,36.42322869,36.95985991,45.3119277,46.77491298,39.49590841,33.4299902,30.48812849,32.03333564,31.68987467,30.01172634,31.90948693,29.44245287,40.52740186,41.75929966,41.10099509,42.91595731,41.39640228,42.4023849,40.78102913,40.70005794,47.46234948,41.89141613,46.40501472,49.89836053,52.36758894,47.22598261,47.11608733,50.85444236,50.63264302,53.8199572,48.9288579,41.53105069,39.27465106,27.35560794,24.59506751,24.92012188,22.59613885,23.51133843
Cameroon,CMR,,,,,,23.75939244,20.99473486,20.62527266,22.12355169,23.38342862,26.20993168,23.01815778,20.39186958,20.69372592,25.43808981,22.68495913,22.64259686,25.05995286,23.65519781,21.0785468,27.88474819,21.86705334,33.21433786,30.39760328,33.4785942,33.44877106,23.2813706,16.69425643,16.03297487,20.70703664,20.1829144,19.99888046,20.54702225,13.91794311,21.08939979,20.63709703,23.26041974,24.8800336,22.54840037,20.04832716,25.90820941,25.83939588,24.2969004,20.92778439,22.70945864,24.59797915,25.63861483,28.8854045,29.05769615,21.40326478,22.17214409,25.93207364,26.11820061,25.56776428,24.93807419,22.25966622,19.23934954,18.58391647,19.31371409,16.55722825
"Congo, Dem. Rep.",COD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.62529441,28.48228831,30.00276309,18.75000023,29.79008829,23.63566992,11.44961203,11.98768483,15.67134281,24.00044304,22.72951351,22.94418278,21.70009853,39.07191379,39.02779926,26.81378781,41.11115415,39.51561667,30.80300902,36.44586131,36.83218885,27.7255678,23.9564422,35.25052218,34.337565,32.06549441
"Congo, Rep.",COG,20.45332535,19.45955537,30.48959728,36.47289895,38.15260175,36.00822304,29.88929889,30.47945727,30.38583601,32.07549032,34.73682895,32.58172517,28.30917874,31.62251656,53.22918382,35.88807786,40.37715474,45.58499468,43.72143722,47.41176471,60.01664817,58.02104486,55.26760563,57.94544545,61.62754304,56.7882159,39.83370093,41.73430613,40.62215478,48.52420202,51.77735958,41.63458853,40.69209692,42.83637057,58.51702125,64.70457016,68.45821343,75.59663937,76.27762977,72.29007107,80.29714722,77.42002685,81.51642548,80.8123656,80.52979283,84.15817311,84.15967781,78.52948416,75.15149621,70.41797712,85.11967006,87.28305094,83.77514731,76.5324601,72.98675034,69.27556739,66.46572105,90.7831728,97.8238691,77.44773364
Colombia,COL,15.69457914,12.9913517,12.22350581,11.98285511,11.95749707,12.13463828,9.981578768,11.21248698,11.77318696,12.53938135,13.27051699,11.96643701,13.25482296,14.92432966,14.54011365,15.81726354,17.04623593,16.86565768,16.62596607,15.2164715,16.21798079,11.85123057,10.91283459,10.4595177,11.88479234,13.80777598,18.83724644,16.9496696,16.28616763,18.00256341,18.86266903,19.0945389,16.5185547,15.18449529,14.99836183,14.53374289,15.1994617,14.84154374,15.00735084,18.34657875,15.91513972,15.38713577,14.81556968,16.57529971,16.77075142,16.97104374,17.72858775,16.43314213,18.10959514,16.42449569,16.34084476,19.27650507,18.81120528,18.08643972,16.63474911,15.65021151,14.71713928,15.14528975,15.89391144,15.89406983
Comoros,COM,,,,,,,,,,,,,,,,,,,,,8.836452037,8.835326311,8.836370853,8.83593536,8.835993259,8.836740928,8.835727657,8.835939194,8.835772541,8.836624347,8.836453792,8.836287957,8.836502404,8.835914472,8.836054473,8.836404835,8.836459362,8.836305513,8.836263488,8.835953071,8.836314059,8.836260798,8.836176751,8.836129879,8.836027179,8.836281081,8.836179333,8.975341967,8.221347229,9.311938672,9.638904635,9.956415447,8.945869239,9.048387214,9.676472177,10.13619831,10.67289558,11.90131645,13.24797641,
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,17.07476822,21.46913769,22.92743044,24.62794582,22.77305584,22.63847867,17.60986227,18.09904103,16.70766225,19.22544523,17.13196947,16.56407354,17.28300759,13.26083108,15.04629954,17.13695269,20.19915756,27.4417263,22.79615288,20.97594563,27.00721854,29.80941288,32.54495671,31.36435117,32.00417307,37.77736046,45.13220526,36.01741324,36.89595833,31.07745164,32.67031806,35.51923974,40.43180426,40.49244284,40.36113969,44.90744231,44.229689,45.92281296,49.23106403,50.86442617
Costa Rica,CRI,21.18510602,20.86163431,22.72327588,22.08741883,24.41937538,22.56331818,24.78080519,24.88184845,27.76639998,26.59628974,27.835084,26.79417235,30.22712335,30.79981077,33.14315574,30.06200701,28.90895548,30.86891026,28.18118938,26.92283179,26.47788286,43.26835646,45.0838985,36.03724268,34.38199531,30.72320202,31.34099253,31.63231452,34.0243173,34.85115542,34.19026834,33.53320911,35.42840704,36.20940721,36.07096948,38.34487755,40.21910062,41.816353,44.17866369,42.73547354,43.11444085,40.668462,39.40045983,40.85087719,42.39362208,43.66580873,43.53023151,40.79568223,39.04581546,34.84007247,33.17295769,32.85658296,32.16956883,31.33301741,32.25500516,30.82494048,32.09551247,32.76390692,33.47916862,33.75304104
Caribbean small states,CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,,,,,,,,,,,32.62535927,32.62576066,32.62630523,32.62411669,32.61374859,32.63686369,32.62777254,32.62902344,32.61317332,32.56191055,32.7524368,32.58231866,32.63527874,32.53392271,32.30559689,33.70506544,31.73173012,32.90007856,32.02714235,31.16396859,30.23904521,21.93117971,16.91826697,13.19420995,13.23971374,13.40151187,15.31336107,14.92396797,14.25261422,14.53747908,14.13002938,13.23447719,11.52706867,12.95193475,16.02177839,21.01804345,18.71345473,20.33635987,20.56760566,17.45972938,22.57026489,25.10363821,25.5109993,24.10043034,22.08391192,17.14734945,14.98303601,14.54089271,14.50166462,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.49628496,63.39065248,60.85344206,69.4667582,60.68401394,55.53953322,71.02052971,75.68520635,68.96235921,72.24137598,,,,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,,,,,,,,,,,,,,,,35.48638999,49.74543472,47.81375755,42.32970953,44.68084632,45.25845316,50.25114334,50.92204212,50.4090765,54.65829107,48.73835987,45.03716594,47.28682326,48.07855861,51.45996668,51.50056472,47.08565081,49.45696026,47.49137428,47.68948392,66.76331985,70.20764086,69.18559249,68.69748906,66.92645712,69.96284373,68.20886702,62.40531203,57.76214593,56.88979898,55.69211026,53.43572738,53.25889801,50.08160098,48.72214083,50.37974806,53.49515905,55.31225938,61.36031258,66.10918141,70.3258965,70.75031294,73.01529923,73.06525205,71.12506608
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.07726406,38.60816489,40.04592951,40.12560939,37.27180435,40.39958473,38.31682929,40.46147366,42.20851859,42.92033997,48.19229106,49.02794017,45.12414772,46.90732434,57.34044443,62.18195729,65.18629879,66.40896619,63.22636742,58.68429978,66.02952103,71.30715673,76.17007462,76.87095181,82.54569243,81.04930107,79.55561987,79.7260775,78.4651838,75.48569646
Germany,DEU,,,,,,,,,,,15.12850762,14.56018453,14.55308094,15.35526767,18.23698617,17.11064231,18.0717091,17.97995714,17.63674334,17.82462328,18.62122393,20.13483521,20.87000854,20.29140634,21.72556858,22.93900377,21.28714028,20.68303276,21.09008864,22.29961994,22.83583655,23.664901,22.19469349,20.31344059,21.11071028,21.99423628,22.86002769,25.36027331,26.40690621,26.95923243,30.84771157,31.84470712,32.59257911,32.81171295,35.71336386,38.05957235,41.43290791,43.3227581,43.79919026,38.11990694,42.56547341,45.05713628,46.30712014,45.41867786,45.61926331,46.84858766,46.02319645,47.3974342,47.41610528,46.96816206
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.5383009,158.3743113,141.4584591,100.619886,147.8282577,149.1785167,154.7132779
Dominica,DMA,,,,,,,,,,,,,,,,,,32.69901074,33.77599071,22.55164088,17.85600151,27.87677038,33.1782729,33.33383171,29.31555398,30.14925362,44.21855626,44.28531451,45.91257744,39.05411064,45.03752693,42.00648948,42.58832045,39.63950646,39.98098665,40.65245764,41.53466126,45.26503085,47.0220444,47.26768974,43.33571014,35.63983249,36.96560908,34.49084233,35.53337094,35.48591865,37.0132965,35.08607781,34.20712813,30.25085863,36.30479326,39.25733125,33.96351138,35.06427828,34.21555505,47.63399064,46.17940379,40.60241101,29.80971622,51.56572153
Denmark,DNK,,,,,,,28.04137443,26.73702058,26.97166989,26.71750359,27.15103108,26.8245321,26.40635224,27.9731657,30.6563146,29.37023584,28.23785325,28.35761407,27.41811592,29.23299588,32.50285239,36.07569524,35.87365742,35.92132301,36.29270996,36.43113416,32.29913321,31.70378949,33.61571258,35.41995546,36.42315547,37.68247711,36.95438333,36.56621297,36.85186132,36.61195704,37.06738363,37.76286105,37.18656052,39.34843668,44.84726556,45.55449395,45.70447919,43.83840887,43.92843496,47.45212552,50.73004702,51.48253505,54.17579741,47.12607346,50.52292764,53.82014893,54.63049402,54.82881899,54.61313964,55.41817498,53.42598048,55.13886639,55.64162855,55.86708296
Dominican Republic,DOM,25.59489542,23.25331807,23.86846257,20.72704302,19.69578975,16.30447022,16.3431243,18.08078856,18.48762858,18.48029256,17.95302552,18.00984896,21.27642729,22.56078628,25.61902825,28.87882021,22.29488336,21.0745415,18.64670222,22.02645232,20.34574063,21.61355108,16.43991895,16.97814607,21.73342301,26.16301953,22.93953838,25.5254959,34.48172022,30.67167221,30.61070791,19.19628692,36.80375032,36.3893324,36.20853992,35.22672162,34.88670973,35.22228754,34.30988428,34.98110211,35.49782514,31.89062009,30.72401016,42.15299816,41.14747664,28.33113815,28.22491627,26.76202201,23.90673649,21.0309281,22.67575221,24.18697531,24.58317787,25.16715873,25.15139056,23.7615823,23.90937952,23.68214534,23.55143131,23.67289278
Algeria,DZA,39.0431726,46.24455689,19.79387268,24.68468205,25.08405873,22.60394356,25.98619752,23.43441677,23.1356346,23.78877682,22.0727334,18.44251915,20.44956198,25.503663,38.74904361,33.68893622,33.05458393,30.58656693,25.53583672,31.14830021,34.33846147,34.58725077,30.92485632,27.94180611,25.71001618,23.58393289,12.85475734,14.27247473,15.50786788,18.63926334,23.44368508,29.11782217,25.31959428,21.783877,22.53072525,26.19477598,29.76044833,30.90631138,22.57835401,28.14835402,42.07207644,36.68622256,35.5045547,38.24918133,40.05301589,47.20444327,48.81020996,47.06775439,47.973958,35.37219101,38.44441109,38.78675715,36.89025707,33.209594,30.21911368,23.17160004,20.87287178,22.66186469,25.62354695,22.57015127
East Asia & Pacific (excluding high income),EAP,7.300630861,6.845926429,6.496994381,6.823463856,6.929388213,6.273121551,6.780878517,6.225868241,6.33780219,5.987461603,6.011838265,6.223980817,6.706864863,8.199825373,9.877230868,8.768513989,8.805525516,8.747451871,8.759095658,10.32300799,11.1451706,11.96809097,14.1719975,13.36241356,13.59215835,12.41566143,12.57774697,16.2470256,18.10524356,16.71240929,18.43736388,19.42316699,20.52735648,21.15214753,23.13631644,23.03682379,23.04073807,25.23448116,27.44304874,26.08180605,28.78223854,27.73962356,28.81676172,32.13194,35.96808909,38.31022868,39.84785014,38.98440103,36.52606059,29.10856,31.35196433,31.01487144,29.79395208,28.91841569,28.13530343,26.12166814,24.51755149,25.01649122,24.61394926,23.43903424
Early-demographic dividend,EAR,11.59326473,11.83431706,10.90293139,11.52657382,11.35892889,10.47035919,11.29291735,10.81697341,13.28373847,12.97935505,13.9335055,14.57432099,15.68189517,20.18371163,20.45178793,19.1081489,18.48973282,18.49558615,17.28130896,19.37270356,19.88784385,19.23698056,18.37379922,17.9661763,17.79256518,17.18815733,15.49249323,17.01245863,17.87749777,18.98625198,19.91434824,19.39252229,19.36875607,19.34679257,20.62524295,22.18066678,23.23399808,23.24831893,23.0802749,22.70678078,25.29250574,24.36796092,25.8820104,26.52556346,28.65376142,30.33260025,30.46310774,29.89600267,30.75100471,25.98250279,27.64728642,29.13456434,28.72975223,28.18360034,26.48323854,24.36691766,23.92033564,25.13184176,27.12008264,26.5634178
East Asia & Pacific,EAS,,,,,,,,,,,12.20381281,12.66782816,12.74295819,14.14883688,16.31421228,15.31244708,16.25395011,16.28062501,15.71730383,16.91708868,18.66374804,19.32454618,19.81365577,19.22469628,19.83680382,18.95853472,18.32861684,20.23401557,21.17277201,20.11284138,20.63198351,20.85286357,21.22000835,21.30634954,22.28200379,22.7579107,22.77974437,24.23605746,25.91185493,24.73968229,26.97947495,26.21723193,26.97770341,29.3517346,32.4191801,34.13904131,35.95104352,36.16325522,36.08910794,29.92635911,32.6138676,33.16835232,32.42235007,32.20911598,32.03946021,30.09605243,28.20956316,29.24405217,29.48749282,
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.36704071,18.94405448,16.26371056,47.33916311,32.16169451,28.57628377,28.68488723,27.24784462,27.27672247,29.04174377,35.96938787,38.32003979,35.55573019,33.98300524,33.82639919,34.35187618,33.90741223,33.19381241,31.20878325,32.73563635,29.25985481,29.93609264,31.00029391,30.50873679,28.68038112,29.84057251,30.17964569,28.55606754,29.79492998,33.7397119,32.8409048
Europe & Central Asia,ECS,,,,,,,,,,,20.26171583,20.23440333,20.2291586,21.27093544,24.04674542,22.504926,23.56319473,24.08563256,23.76185875,24.48880831,24.88888151,26.24360223,26.24977775,26.57217702,28.43070178,28.67087506,25.59721369,25.03611545,25.28118453,26.07228514,25.63360187,25.2734082,29.03892173,27.35440107,28.01325817,29.03745374,29.24208158,30.88720237,31.2213062,32.27765808,35.53365093,35.07910236,34.12048938,33.54229456,34.8690635,36.05439543,37.81191568,38.16344011,38.92218111,34.73903415,37.9752183,40.38887212,41.2837793,41.20072976,41.38682186,41.86428889,41.42757255,42.88702214,43.87021617,43.72623725
Ecuador,ECU,9.5475746,8.957493023,10.24149948,9.233321676,8.90005389,8.979657187,10.48569999,10.10718657,11.0421656,8.502945502,9.441228157,10.58040612,12.40791217,17.87803768,22.65205055,16.07089364,16.03563594,16.30287683,14.73198271,17.90807849,17.14802649,14.61784584,14.65649112,15.55961496,17.3764204,19.68137097,15.62940348,15.36608707,19.005851,20.28304897,22.76437202,23.67458359,24.13374014,20.03584083,20.27981807,21.28690337,22.27328469,21.53492621,17.89195087,26.37754164,32.12753529,23.22274709,21.49237389,22.59840005,24.5543486,27.6181741,30.33307477,31.93176797,34.16363955,25.24910794,27.89495597,31.1211998,30.16480927,28.6382883,28.05185415,21.25822138,19.50479127,20.83281789,22.60468399,23.39003998
"Egypt, Arab Rep.",EGY,19.86619334,17.64630718,15.05238008,17.75885746,18.3980464,17.13087619,16.33337423,16.82578507,11.79992123,13.45283159,13.56821589,13.24169802,12.7102388,13.53515136,20.36741034,18.16794181,17.16731796,21.58613381,19.903171,26.49273846,30.51463829,30.96143632,26.33327396,22.93233083,20.56962025,18.230563,13.83219955,12.62135922,17.37012987,17.79220779,20.35490605,27.46666667,28.39683681,25.83762887,22.57142857,22.54901961,20.74978204,18.8416698,16.21433542,15.0520156,16.20111732,17.47978812,18.31617841,21.79640719,28.22996085,30.34354689,29.94981383,30.24973147,33.04299274,24.95682211,21.34924581,20.56742761,16.39696662,17.01784562,14.24413146,13.18384549,10.34546394,15.8184438,18.91197548,
Euro area,EMU,,,,,,,,,,,19.04454078,19.10241572,19.34046144,20.14045845,22.83066624,21.39607875,22.26230074,22.60874423,22.48659275,23.4290403,23.72733708,25.36008997,25.40500421,25.71659446,27.52364462,27.79058126,24.88681362,24.28049667,24.787086,26.0064089,25.84393069,25.93174356,25.62449988,25.56624399,26.96650611,28.53681708,28.9418772,31.14277937,31.61065146,31.7794954,35.36149705,35.28041904,34.57900852,33.68873403,35.21197288,36.52538539,38.49893998,39.54952429,39.91171968,34.9927412,38.87987517,41.58703464,43.06388184,43.11448626,43.60092074,44.47934863,43.89401245,45.45760396,45.98626336,45.8039007
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.42360635,30.55669092,28.01966292,22.38801936,29.23377036,29.61482279,14.83448359,9.534407549,9.670620594,10.80704036,11.78118084,6.442327834,5.775398982,6.16571332,6.899509392,5.771852584,4.428756649,4.528623859,6.378376598,18.15483726,,,,,,,,
Spain,ESP,,,,,,,,,,,12.13059268,13.01340591,13.33906105,13.32148727,13.18462654,12.37580689,12.56687033,13.2518401,13.8795399,13.70415407,14.29079511,16.28345441,16.97711289,19.07531919,21.3030593,20.86474122,18.19732554,17.72484265,17.30278719,16.60237756,15.72479823,15.76071985,16.18754901,17.70888766,20.31113539,21.82709927,23.0323608,25.66978901,26.10194733,26.35150901,28.56335793,27.86161916,26.55399492,25.62890612,25.41198482,24.97926904,25.2413025,25.98473881,25.62392917,23.06169417,25.95167935,29.5349622,31.45527248,32.96257747,33.48256759,33.62651843,33.8800905,35.17839222,35.11665764,34.87024735
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.22457701,69.20264786,65.97675295,61.3542351,70.47410304,73.74043435,69.80383448,61.54633325,61.20685693,57.92065088,57.14131942,61.08695163,65.47430106,63.30599139,62.60846373,66.31155738,60.52195657,74.44532513,85.83402348,85.56756341,84.02340247,81.33089812,76.87341316,77.45379427,76.13768653,74.25670808,72.57296099
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6868532,13.7672982,12.48407356,11.64161991,9.363313597,7.812080503,7.629368622,8.372675866,7.916147885
European Union,EUU,,,,,,,,,,,19.3454614,19.39981287,19.60879413,20.50437196,23.25542382,21.74183365,22.51201046,22.83209866,22.72215834,23.72313055,24.10464376,25.743357,25.85762608,26.26678252,28.00113707,28.22718153,25.32031055,24.7270617,25.25463554,26.43465426,26.17737601,26.36767008,26.21071999,26.17595513,27.58556276,29.04429601,29.41536042,31.59992456,32.08241492,32.30231544,35.85773535,35.79477325,35.08330888,34.39213495,36.03801435,37.4298615,39.56686667,40.59460933,40.97732233,36.16843836,40.04081767,42.77842617,44.21069884,44.28416683,44.88406067,45.73909741,45.2141773,46.74477749,47.27996628,47.10696736
Fragile and conflict affected situations,FCS,,,,,,,,,,,20.27076338,22.44643952,20.85916977,25.84074263,36.04748223,28.67595986,28.20942541,28.69938391,25.9473076,31.01818826,33.62539745,22.20310746,18.93880702,17.58246986,18.92545662,17.7825875,14.24655644,17.78839326,16.62542568,25.71832271,25.70389543,22.03474657,20.21197285,19.25874159,19.63884869,21.31937576,24.09754827,31.44077534,27.90099624,29.19655512,34.06033604,28.43697253,31.71962881,35.2425623,33.89403821,34.71768006,35.84995058,32.26016992,33.76632527,24.44339079,31.31822042,32.1634989,31.94918262,27.55492177,23.82899917,,,,,
Finland,FIN,,,,,,,,,,,23.87006216,22.56809359,23.65313698,23.60424837,25.68090261,22.13360942,23.54703205,26.85129705,27.86032175,29.57857858,30.82271147,31.28694145,28.87414434,28.70455688,29.48559671,27.98866856,25.64720144,24.99852324,23.90547815,23.02336683,22.14624171,21.26951979,25.54433724,31.38096794,34.03563676,35.76494942,36.31946553,37.77739673,37.43878347,37.60439976,42.03104616,39.76408441,39.13500263,37.32083902,38.61537686,40.27336705,43.07420025,43.8259066,44.90000772,36.08092568,38.41439756,38.90039293,38.80827907,38.01762912,36.48143762,35.40695887,34.81045247,37.67558943,38.59870637,39.97659094
Fiji,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,14.814024,14.41063516,13.17435771,12.92754805,13.09448096,13.56939101,13.59355758,13.48930705,13.55609471,14.29702935,15.9811612,16.48168226,16.62310607,17.52472214,20.6302808,18.8332005,19.33517233,20.23356703,20.24267458,20.71595389,20.98257963,21.96986186,21.3986952,22.43632708,23.83548081,23.3242135,20.38347844,19.59735182,20.36672557,21.65815382,20.97573338,21.33488442,21.33055935,20.79257941,21.66032273,22.62292606,23.05556487,25.52319542,26.12649198,26.07653539,28.59497425,28.2658952,27.53105026,26.11196897,26.46883632,27.03305104,27.93505509,27.85325751,28.11938486,24.83554721,26.78829984,28.42133748,29.20302719,29.36473787,29.6666845,30.59262238,30.24753718,30.94863319,31.71915633,31.77171366
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.19494322,46.87855872,49.83523418,49.65608216,47.34159945,44.68863352,41.75927391,42.58594398,41.57748007,41.90891007,45.87079762,41.51933293,44.34074312,50.59600371,52.3499285,53.52880177,51.35751697,51.211522,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,3.38028169,,,,,,,,,,,,18.20365357,18.41332292,18.0259241,18.75305828,16.4620322,17.97109638,19.24132748,18.08284113,18.76488441,15.52806407,16.71599105,18.08150842,22.48094921,23.32066985,21.87205433,23.69035115,24.71426424,29.88778871,30.39742206,31.82842674,27.06500271,27.65420513,29.96096183,35.47473045,
Gabon,GAB,34.17098666,31.21169298,31.71425748,47.10299506,41.89186987,43.24324324,39.73510592,48.05390719,48.42248329,54.6554602,49.72065928,66.31769743,73.08743779,58.84543141,57.54640839,49.52422145,45.58475873,51.59374094,61.75816024,58.48588272,64.72019465,63.36350643,61.59475145,61.32476979,59.09266161,62.57247584,35.19131246,42.69492039,36.73058397,45.79558218,46.03850426,47.26345929,46.07555286,48.79461351,61.67563998,59.38699903,62.66324499,61.30401081,47.40635161,59.61250435,69.03217671,54.27523248,52.60889969,51.9294345,55.03915528,60.00867276,60.57181652,58.52860459,62.19971201,52.17173218,57.66349238,61.74437213,60.95034144,57.35740588,44.52089239,46.0320085,44.03534729,50.22675397,50.53651299,51.37825741
United Kingdom,GBR,,,,,,,,,,,21.79204128,21.87472051,20.62013313,22.43188004,26.80208714,25.38412532,27.99245384,29.65049391,27.99383763,27.36074359,26.59897119,25.96346638,25.61647079,25.74579203,27.52303059,27.87536578,24.82739768,24.34631752,21.92554642,22.39088048,23.07190065,22.3459286,22.67027886,24.55759966,25.78977692,25.55512949,26.15070901,25.55043921,24.16943838,23.92404589,25.19890001,25.03635433,24.11143616,23.8566364,23.71270059,24.97360833,27.10107578,25.23975349,26.98941023,26.37307819,28.27507121,30.7000188,29.97510397,29.9526011,28.50205482,27.65142188,28.4392369,30.36612544,30.61496877,31.54227211
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.54929577,42.46575342,42.36111111,40,27.60416667,35.65683646,46.88874116,57.77210462,25.50189571,13.32620396,15.61022415,16.45873439,19.05559299,22.99446642,24.4613665,29.22927575,31.45572798,31.12893539,33.2590419,32.47086636,30.81829844,28.26331986,29.54520182,32.95450379,34.68779804,36.51629063,41.7219539,39.93445573,40.86223663,40.79975444,46.52761423,50.55852769,53.99693213
Ghana,GHA,28.19332566,26.12903226,24.2147923,21.18181818,19.90291262,17.12141883,14.62450593,17.42021277,20.35294118,19.74012994,21.33687472,15.76,20.71047957,21.451014,18.32618026,19.36399773,15.70640515,10.49896981,8.357952921,11.23237191,8.466349295,4.755872553,3.338307249,5.5559178,8.04402704,10.65448567,16.57609705,19.66260054,18.1833835,16.74263732,16.87789041,16.96354606,17.22595549,20.25391906,25.25863593,24.49644594,32.11218217,32.41029093,33.87135176,32.07833895,48.80225762,45.23301647,42.61625189,40.67904265,39.30332512,36.44921695,25.19211876,24.5250906,25.0294573,29.29186598,29.47671798,36.93660855,40.35921817,25.82937988,28.82108383,31.95879558,31.88067471,35.25800386,35.26433081,35.97678235
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,31.09189988,31.63135298,26.87258549,31.09360076,31.0752358,30.33087892,24.87461354,26.51847392,22.75232735,21.11880776,19.19510114,19.56108748,21.28670436,21.63951826,24.52387304,28.57866275,26.47781058,25.95674335,24.62597518,34.78565309,23.82431116,23.55095814,21.64046458,22.51579108,30.34120398,32.60224123,33.1373916,26.47062065,26.68851014,21.49687039,29.21672239,44.36334281,44.68523091,42.27474768
"Gambia, The",GMB,,,,,,,36.17061431,40.52147025,39.99043732,40.39287991,37.79155576,32.36724891,33.77305743,35.10265625,38.97303234,44.70857143,41.0568518,36.73550079,33.6812221,34.95955663,42.73621179,43.96109191,44.33438681,50.48829004,51.12493707,43.86485011,46.62415215,49.41808688,50.36571732,55.05998399,59.90273626,29.43891965,30.59270667,28.19201565,21.23961801,23.77564904,21.7986716,22.93220255,25.30557465,24.39736108,25.79867432,21.82079813,27.15738458,31.09378645,20.59478287,19.90329078,21.03471234,18.03295746,14.47520018,15.74610753,14.66781488,16.85940447,19.84168223,19.18178348,19.81520647,16.26805616,16.43890352,22.49145686,21.85377844,21.34115279
Guinea-Bissau,GNB,,,,,,,,,,,3.999925979,4.158114767,4.35556892,6.059835997,5.018366375,5.184906736,5.272578805,9.304330132,7.734685919,7.272209196,12.68755891,11.19315806,7.840235971,6.009148197,13.40120838,9.757991707,5.235219028,11.36700301,12.44089594,8.890718949,9.935989367,9.982487202,4.902489849,8.86943639,16.45440776,11.66716961,10.52440406,21.01676321,14.44369762,24.86117665,21.75585741,21.19459929,17.83312057,18.67981089,18.45989158,16.14973055,12.84866626,20.19103563,19.8506086,18.84933774,14.90607945,25.6740075,15.47521335,18.2571916,20.20740014,27.54304392,26.5081143,27.77397262,25.33556797,23.49763888
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.41738313,82.32565045,88.62129397,89.22435018,74.34220994,85.7584332,75.09531266,71.90499182,67.65331666,65.9632886,56.65847382,51.41282994,58.86310521,58.81232298,55.13387379
Greece,GRC,9.903857868,9.483614163,8.350030416,9.071383033,7.646627168,7.651572504,9.348094001,8.994972044,7.987907619,7.695644406,7.882926338,8.156863173,9.129911437,11.63749621,14.21570585,14.14165622,14.04867881,13.98022805,13.6527312,15.17378086,19.3240774,21.38946361,17.20910289,16.47613753,16.8009615,16.13379649,17.69452148,18.1240763,16.31457893,15.94575212,14.77858897,14.19963936,14.87883934,14.04776736,14.44560915,14.42528349,14.28695727,16.22226524,16.29658338,19.25607885,23.71838091,22.78874432,20.11285445,18.54458304,20.70811457,21.31223043,21.17400879,22.52026976,23.36156912,18.9821867,22.10220512,25.53541593,28.68399402,30.35342851,32.37304071,31.55327071,30.06374593,32.99039638,36.1292312,37.18748519
Grenada,GRD,,,,,,,,,,,,,,,,,,37.76514532,38.49533672,39.41175378,35.70101842,33.97807548,30.53064628,29.58949083,28.70667723,32.90150447,40.45475879,37.10429164,36.46390597,31.92087905,33.47465181,32.43411121,32.10166494,35.64286081,38.99171328,36.18057947,35.86696517,35.42684179,37.16465202,45.2350204,45.32832597,37.87785832,31.94714519,30.37732045,33.00463854,21.40891839,23.22975907,27.61966793,25.15821349,24.27631667,23.83386019,25.19494418,25.81516974,25.42618938,52.5037027,51.23112064,49.31544723,51.36520309,55.01142774,54.54879888
